code,manufacturer,description_ko,description_en,summary_ko,summary_en,tts_phrase
P0084,GENERIC,뱅크 2 배기 밸브 제어 솔레노이드 회로 오류,Exhaust Valve Control Solenoid Circuit Bank 2,배기 밸브 제어 회로 문제,Exhaust Valve Control Solenoid Circuit Bank 2,운전 주행 중 뱅크 2 배기 밸브 제어 솔레노이드 회로에 문제가 발생했습니다.
P0085,GENERIC,뱅크 2 배기 밸브 제어 솔레노이드 회로 전압 낮음,Exhaust Valve Control Solenoid Circuit Low Bank 2,배기 밸브 문제,Exhaust Valve Control Solenoid Circuit Low Bank 2,운전 중 뱅크 2의 배기 밸브 제어 솔레노이드 회로 전압이 너무 낮습니다.
P0086,GENERIC,뱅크 2 배기 밸브 제어 솔레노이드 회로 전압 높음,Exhaust Valve Control Solenoid Circuit High Bank 2,뱅크 2 배기 밸브,Exhaust Valve Control Solenoid Circuit High Bank 2,운전 중 엔진 계기판에센서 
P0087,GENERIC,연료 레일/시스템 압력이 뱅크 1에센서 부적절하게 낮습니다.,Fuel Rail/System Pressure - Too Low Bank 1,압력 낮음,Fuel Rail/System Pressure - Too Low Bank 1,연료 레일 또는 시스템의 압력이 뱅크 1에센서 너무 낮아졌습니다.
P0088,GENERIC,뱅크 1 연료 레일/시스템 압력이 과도하게 높습니다.,Fuel Rail/System Pressure - Too High Bank 1,연료압 높음,Fuel Rail/System Pressure - Too High Bank 1,뱅크 1의 연료 시스템 압력이 너무 높아요.
P0089,GENERIC,연료 압력 조절기 A 성능 이상,Fuel Pressure Regulator A Performance,성능 문제,Fuel Pressure Regulator A Performance,연료 압력 조절기 A의 성능 문제가 발생했습니다.
P008A,GENERIC,연료 시스템 압력이 너무 낮습니다.,Low Pressure Fuel System Pressure - Too Low,압력 낮음,Low Pressure Fuel System Pressure - Too Low,운전 중 연료 시스템의 압력이 예상보다 낮게 측정되었습니다.
P008B,GENERIC,연료 시스템 압력이 너무 높습니다.,Low Pressure Fuel System Pressure - Too High,압력 과다,Low Pressure Fuel System Pressure - Too High,"운전 중 연료 시스템의 압력이 이상하게 높아졌어요, 주의가 필요합니다."
P008C,GENERIC,연료 쿨러 펌프 제어 회로/단선,Fuel Cooler Pump Control Circuit/Open,연료 쿨러 펌프,Fuel Cooler Pump Control Circuit/Open,연료 쿨러 펌프의 제어 회로가 단선이 발생했습니다.
P008D,GENERIC,연료 쿨러 펌프 제어 회로 전압 낮음,Fuel Cooler Pump Control Circuit Low,펌프 전압 문제,Fuel Cooler Pump Control Circuit Low,운전 중 연료 쿨러 펌프의 제어 회로에센서 전압이 너무 낮습니다.
P008E,GENERIC,연료 쿨러 펌프 제어 회로 전압 높음,Fuel Cooler Pump Control Circuit High,제어회로 고장,Fuel Cooler Pump Control Circuit High,운전 중이시라면 연료 쿨러 펌프의 제어 회로가 전압이 너무 높은 상태입니다.
P008F,GENERIC,엔진 냉각수 온도와 연료 온도 상관관계 이상,Engine Coolant Temperature/Fuel Temperature Correlation,냉각수-연료 온도 이상,Engine Coolant Temperature/Fuel Temperature Correl...,운전 중 엔진의 냉각수 온도와 연료 온도가 정상 범위를 벗어났습니다.
P0090,GENERIC,연료 압력 조절기 A 제어 회로/단선,Fuel Pressure Regulator A Control Circuit/Open,연료 압력 조절기 고장,Fuel Pressure Regulator A Control Circuit/Open,연료 압력 조절기 A의 제어 회로가 단선되었습니다.
P0091,GENERIC,연료 압력 조절기 A 제어 회로 전압 낮음,Fuel Pressure Regulator A Control Circuit Low,전압 낮음,Fuel Pressure Regulator A Control Circuit Low,연료 압력 조절기 A의 제어 회로가 전압이 너무 낮습니다.
P0092,GENERIC,연료 압력 조절기 A 제어 회로 전압 높음,Fuel Pressure Regulator A Control Circuit High,높은 전압,Fuel Pressure Regulator A Control Circuit High,연료 압력 조절기 A의 제어 회로에센서 입력 전압이 너무 높습니다.
P0093,GENERIC,연료 시스템 누출이 감지되었습니다 - 큰 누설,Fuel System Leak Detected - Large Leak,큰 누설,Fuel System Leak Detected - Large Leak,운전 중인 차량의 연료 시스템에센서 큰 누설이 발견되었어요. 주의하세요.
P0094,GENERIC,연료 시스템 누출이 감지되었습니다. 작은 누출입니다.,Fuel System Leak Detected - Small Leak,연료 누출,Fuel System Leak Detected - Small Leak,운전 중 연료 시스템에센서 작은 누출이 발생했습니다.
P0095,GENERIC,흡기 온도 센서 2 회로 뱅크 1,Intake Air Temperature Sensor 2 Circuit Bank 1,흡기 온도 센서 이상,Intake Air Temperature Sensor 2 Circuit Bank 1,흡기 온도 센서 2의 뱅크 1 회로가 이상이 발생했습니다.
P0096,GENERIC,뱅크 1 흡기 공기 온도 센서 2 회로 범위/성능 이상,Intake Air Temperature Sensor 2 Circuit Range/Performance Bank 1,범위/성능 이상,Intake Air Temperature Sensor 2 Circuit Range/Perf...,흡기 공기 온도 센서 2의 뱅크 1 측이 범위나 성능 문제가 발생했습니다.
P0097,GENERIC,_BANK 1의 센서 2 흡기 공기 온도 센서 회로 전압이 낮습니다.,Intake Air Temperature Sensor 2 Circuit Low Bank 1,흡기온도센서입력낮음,Intake Air Temperature Sensor 2 Circuit Low Bank 1,"운전 중일 때도 이해하기 쉽게 말하면, 엔진 뱅크 1 쪽에센서 센서 2가 감지한 흡기 공기 온도의 입력값이 너무 낮아 문제가 발생했습니다."
P0098,GENERIC,뱅크 1 흡기 공기 온도 센서 2 회로 전압 높음,Intake Air Temperature Sensor 2 Circuit High Bank 1,센서 오류,Intake Air Temperature Sensor 2 Circuit High Bank ...,뱅크 1의 흡기 공기 온도 센서 2의 회로 입력값이 너무 높습니다.
P0099,GENERIC,흡기 공기 온도 센서 2 회로가 뱅크 1에센서 간헐적이고 불규칙한 작동을 하고 있습니다.,Intake Air Temperature Sensor 2 Circuit Intermittent/Erratic Bank 1,센서 오작동,Intake Air Temperature Sensor 2 Circuit Intermitte...,흡기 공기 온도 센서 2의 회로가 뱅크 1에센서 간헐적으로 그리고 불규칙하게 작동하고 있습니다. 주의가 필요합니다.
P009A,GENERIC,흡기 공기 온도와 외부 공기 온도의 상관 관계 이상,Intake Air Temperature/Ambient Air Temperature Correlation,상관관계 이상,Intake Air Temperature/Ambient Air Temperature Cor...,흡기 공기 온도와 외부 공기 온도가 정상적으로 일치하지 않습니다.
P009B,GENERIC,연료 압력 해제 제어 회로/단선,Fuel Pressure Relief Control Circuit/Open,연료 압력 문제,Fuel Pressure Relief Control Circuit/Open,연료 압력 해제 제어 회로가 단선되었거나 문제가 발생했습니다.
P009C,GENERIC,연료 압력 해제 제어 회로 전압 낮음,Fuel Pressure Relief Control Circuit Low,회로 전압 낮음,Fuel Pressure Relief Control Circuit Low,운전 중 연료 압력 해제 제어 회로의 입력 전압이 너무 낮습니다.
P009D,GENERIC,연료 압력 해제 제어 회로 전압 높음,Fuel Pressure Relief Control Circuit High,전압 높음,Fuel Pressure Relief Control Circuit High,연료 압력 해제 제어 회로의 입력 전압이 너무 높습니다.
P009E,GENERIC,"연료 압력 해제 제어 성능 이상, 꺼짐 상태로 고착",Fuel Pressure Relief Control Performance/Stuck Off,고장,Fuel Pressure Relief Control Performance/Stuck Off,연료 압력 해제 제어의 성능이 잘못되었습니다. 이 시스템이 켜져 있어야 할 때 꺼진 상태로 고착된 것 같습니다.
P009F,GENERIC,연료 압력 해제 제어가 켜짐 상태로 고착되었습니다.,Fuel Pressure Relief Control Stuck On,연료 압력 문제,Fuel Pressure Relief Control Stuck On,운전 중 연료 압력 해제 제어 장치가 계속 작동하는 문제가 발생했습니다. 안전 운행을 위해 조속히 점검해 주세요.
P00A0,GENERIC,랭킹 2 뱅크 차지 에어 쿨러 온도 센서 회로,Charge Air Cooler Temperature Sensor Circuit Bank 2,센서 회로 이상,Charge Air Cooler Temperature Sensor Circuit Bank ...,랭킹 2 뱅크의 차지 에어 쿨러 온도 센서 회로 관련 이슈가 있습니다.
P00A1,GENERIC,랭크 또는 성능 이상: 뱅크 2 차지 에어 쿨러 온도 센서 회로,Charge Air Cooler Temperature Sensor Circuit Range/Performance Bank 2,차지 에어 쿨러 문제,Charge Air Cooler Temperature Sensor Circuit Range...,뱅크 2의 차지 에어 쿨러 온도 센서 회로가 범위나 성능에 문제가 발생했습니다.
P00A2,GENERIC,뱅크 2 충전 공기 쿨러 온도 센서 회로 전압이 낮습니다.,Charge Air Cooler Temperature Sensor Circuit Low Bank 2,센서 전압 낮음,Charge Air Cooler Temperature Sensor Circuit Low B...,뱅크 2의 충전 공기 쿨러 온도 센서가 이상한 값을 보냅니다. 전압 값이 너무 낮아요.
P00A3,GENERIC,뱅크 2 충전 공기 쿨러 온도 센서 회로 전압이 높습니다.,Charge Air Cooler Temperature Sensor Circuit High Bank 2,센서 회로 고장,Charge Air Cooler Temperature Sensor Circuit High ...,뱅크 2의 충전 공기 쿨러 온도 센서 회로의 입력값이 너무 높아졌습니다. 주의가 필요합니다.
P00A4,GENERIC,뱅크 2의 충전 공기 쿨러 온도 센서 회로가 간헐적이나 불규칙하게 작동하고 있습니다.,Charge Air Cooler Temperature Sensor Circuit Intermittent/Erratic Bank 2,센서 이상,Charge Air Cooler Temperature Sensor Circuit Inter...,"운전자님, 뱅크 2의 충전 공기 쿨러 온도 센서 회로가 간헐적이거나 불규칙한 작동을 보이고 있습니다."
P00A5,GENERIC,뱅크 2 흡기 공기 온도 센서 2 회로,Intake Air Temperature Sensor 2 Circuit Bank 2,흡기 온도 이상,Intake Air Temperature Sensor 2 Circuit Bank 2,운전 중 뱅크 2의 흡기 공기 온도 센서 2 회로에 문제가 발생했습니다.
P00A6,GENERIC,뱅크 2 흡기 공기 온도 센서 2 회로 범위 또는 성능 이상,Intake Air Temperature Sensor 2 Circuit Range/Performance Bank 2,흡기온도센서문제,Intake Air Temperature Sensor 2 Circuit Range/Perf...,뱅크 2의 흡기 공기 온도 센서 2 회로에센서 범위나 성능 문제가 발생했습니다.
P00A7,GENERIC,뱅크 2 흡기 공기 온도 센서 2 회로 전압 낮음,Intake Air Temperature Sensor 2 Circuit Low Bank 2,흡기온도센서2저조,Intake Air Temperature Sensor 2 Circuit Low Bank 2,"운전 중이신지라도 안심하세요, 차량에센서는 뱅크 2의 흡기 공기 온도 센서 2가 회로 전압이 낮다고 알려왔습니다."
P00A8,GENERIC,뱅크 2 흡기 공기 온도 센서 2 회로 전압 높음,Intake Air Temperature Sensor 2 Circuit High Bank 2,센서 고장,Intake Air Temperature Sensor 2 Circuit High Bank ...,뱅크 2의 흡기 공기 온도 센서 2에센서 회로 전압이 높아졌습니다.
P00A9,GENERIC,_BANK 2 흡기 온도 센서 2 회로가 간헐적이나 불규칙한 신호를 보냅니다.,Intake Air Temperature Sensor 2 Circuit Intermittent/Erratic Bank 2,흡기 온도 센서 고장,Intake Air Temperature Sensor 2 Circuit Intermitte...,엔진 계통에센서 BANK 2의 흡기 온도 센서 2가 정상 작동하지 않고 있습니다. 이 문제는 운전에 큰 영향을 미칠 수 있으니 빠른 시일 내로 정비를 받아보시기 바랍니다.
P00AA,GENERIC,흡기 온도 센서 1 회로 뱅크 2,Intake Air Temperature Sensor 1 Circuit Bank 2,센서 오류,Intake Air Temperature Sensor 1 Circuit Bank 2,흡기 온도 센서 1의 뱅크 2 회로가 이상이 발생했습니다.
P00AB,GENERIC,뱅크 2 흡기 온도 센서 1 회로 범위/성능 이상,Intake Air Temperature Sensor 1 Circuit Range/Performance Bank 2,흡기 온도 문제,Intake Air Temperature Sensor 1 Circuit Range/Perf...,뱅크 2의 흡기 공기 온도 센서 1이 정상 범위를 벗어났습니다.
P00AC,GENERIC,뱅크 2 흡기 공기 온도 센서 1 회로 전압 낮음,Intake Air Temperature Sensor 1 Circuit Low Bank 2,센서 전압 낮음,Intake Air Temperature Sensor 1 Circuit Low Bank 2,운전 중이시라면 주의해주세요. 뱅크 2 흡기 공기 온도 센서 1의 회로 전압이 낮습니다.
P00AD,GENERIC,뱅크 2 흡기 공기 온도 센서 1 회로 전압 높음,Intake Air Temperature Sensor 1 Circuit High Bank 2,센서 오류,Intake Air Temperature Sensor 1 Circuit High Bank ...,운전 중인 차량의 뱅크 2 흡기 공기 온도 센서 1에센서 회로 전압이 높게 나타났습니다.
P00AE,GENERIC,흡기 온도 센서 1이 뱅크 2에센서 간헐적으로 작동합니다.,Intake Air Temperature Sensor 1 Circuit Intermittent Bank 2,흡기 온도 센서 1 오류,Intake Air Temperature Sensor 1 Circuit Intermitte...,흡기 온도 센서 1이 뱅크 2에센서 간헐적인 문제가 발생했습니다.
P00AF,GENERIC,터보차저 또는 슈퍼차저의 부스트 제어 모듈 성능 이상입니다.,Turbocharger/Supercharger Boost Control A Module Performance,부스트 제어 이상,Turbocharger/Supercharger Boost Control A Module P...,터보차저나 슈퍼차저의 부스트 제어 시스템이 정상 범위를 벗어났습니다. 주의가 필요합니다.
P00B0,GENERIC,터보차저 또는 슈퍼차저의 부스트 제어 모듈 성능 이상이 발생했습니다.,Turbocharger/Supercharger Boost Control B Module Performance,터보차저 성능 이상,Turbocharger/Supercharger Boost Control B Module P...,터보차저나 슈퍼차저의 부스트 제어 모듈이 정상 범위를 벗어났습니다. 주행 중 문제가 지속된다면 센서비스 센서터에 연락하세요.
P00B1,GENERIC,라디에이터 냉각수 온도 센서 회로,Radiator Coolant Temperature Sensor Circuit,냉각수 온도 센서 회로,Radiator Coolant Temperature Sensor Circuit,라디에이터의 냉각수 온도를 측정하는 센서 회로에 문제가 발생했습니다.
P00B2,GENERIC,라디에이터 냉각수 온도 센서 회로 범위/성능 이상,Radiator Coolant Temperature Sensor Circuit Range/Performance,센서 오류,Radiator Coolant Temperature Sensor Circuit Range/...,라디에이터 냉각수 온도 센서의 범위나 성능 문제가 발생했습니다.
P00B3,GENERIC,라디에이터 냉각수 온도 센서 회로 전압 낮음,Radiator Coolant Temperature Sensor Circuit Low,센서 전압 낮음,Radiator Coolant Temperature Sensor Circuit Low,라디에이터 냉각수 온도 센서의 입력값이 너무 낮습니다.
P00B4,GENERIC,라디에이터 냉각수 온도 센서 회로 전압 높음,Radiator Coolant Temperature Sensor Circuit High,센서 고장,Radiator Coolant Temperature Sensor Circuit High,라디에이터의 냉각수 온도 센서 회로가 부적절하게 높은 전압을 나타내고 있습니다.
P00B5,GENERIC,라디에이터 냉각수 온도 센서 회로가 간헐적이고 불규칙한 상태입니다.,Radiator Coolant Temperature Sensor Circuit Intermittent/Erratic,센서 이상,Radiator Coolant Temperature Sensor Circuit Interm...,"운전 중이시라면 주의하세요, 라디에이터 냉각수 온도 센서 회로에센서 문제가 발생했습니다. 이는 갑자기 작동과 멈춤을 반복하거나 예측할 수 없는 값을 보낼 가능성이 있습니다."
P00B6,GENERIC,라디에이터 냉각수 온도와 엔진 냉각수 온도의 상관관계 이상,Radiator Coolant Temperature/Engine Coolant Temperature Correlation,냉각수 온도 이상,Radiator Coolant Temperature/Engine Coolant Temper...,라디에이터 냉각수 온도와 엔진 냉각수 온도가 정상 범위를 벗어났습니다.
P00B7,GENERIC,엔진 냉각수 흐름이 낮거나 성능이 나쁩니다.,Engine Coolant Flow Low/Performance,냉각수 문제,Engine Coolant Flow Low/Performance,운전 중 엔진 냉각수의 흐름이 너무 적거나 성능이 저하되었습니다. 주의가 필요합니다.
P00B8,GENERIC,뱅크 2의 매니폴드 절대 압력(MAP) 센서와 공기 유닛량(MAF) 센서 간의 상관관계가 이상함,MAP - Mass or Volume Air Flow Correlation Bank 2,상관관계 이상,MAP - Mass or Volume Air Flow Correlation Bank 2,뱅크 2의 MAP 센서와 MAF 센서 간의 타당한 상관 관계가 없습니다.
P00B9,GENERIC,연료 시스템 압력이 너무 낮습니다. 주변 온도가 매우 낮습니다.,Low Pressure Fuel System Pressure - Too Low. Low Ambient Temperature,압력 저하,Low Pressure Fuel System Pressure - Too Low. Low A...,운전 중입니다. 연료 시스템의 압력이 너무 낮아요. 그리고 지금 기온이 정말로 낮은 것 같네요.
